purchase_dow,purchase_month,year,product_size_cm3,product_weight_g,geolocation_state_customer,geolocation_state_seller,distance,wait_time,est_wait_time,delay
3,4,2017,1248.0,83.0,1,1,0.0,4,20,0
1,5,2017,16632.0,1750.0,0,0,0.0,8,22,0
3,4,2017,23625.0,950.0,0,0,0.0,20,34,0
0,10,2017,51612.0,7417.0,0,0,0.0,23,35,0
4,12,2017,20280.0,10600.0,0,0,0.0,11,25,0
5,8,2017,6480.0,400.0,0,0,0.0,13,25,0
1,2,2018,8192.0,813.0,6,6,0.0,17,29,0
4,5,2018,2352.0,450.0,0,0,0.0,10,24,0
0,1,2018,13125.0,750.0,0,0,0.0,24,27,0
1,5,2018,1904.0,150.0,0,0,0.0,3,14,0
1,9,2017,3960.0,200.0,0,0,0.0,20,23,0
2,4,2018,4096.0,200.0,6,6,0.0,16,39,0
2,12,2017,3510.0,342.0,0,0,0.0,19,32,0
6,4,2018,3332.0,475.0,0,0,0.0,7,14,0
4,8,2018,7500.0,500.0,0,0,0.0,13,23,0
0,5,2018,8000.0,200.0,0,0,0.0,4,24,0
2,11,2017,23625.0,1500.0,0,0,0.0,36,18,1
3,3,2017,600.0,300.0,0,0,0.0,10,26,0
1,6,2018,8120.0,375.0,0,0,0.0,13,47,0
6,8,2018,13932.0,1400.0,0,0,0.0,2,3,0
2,5,2017,9000.0,2600.0,0,0,0.0,6,19,0
0,7,2018,3750.0,200.0,0,0,0.0,3,2,1
3,3,2018,6240.0,593.0,4,4,0.0,7,24,0
1,2,2018,64000.0,12300.0,1,1,0.0,9,28,0
5,1,2017,13650.0,2550.0,0,0,0.0,12,40,0
5,1,2018,352.0,200.0,0,0,0.0,12,29,0
5,7,2017,2856.0,4338.0,0,0,0.0,11,23,0
2,9,2017,2640.0,350.0,0,0,0.0,3,18,0
1,11,2017,7680.0,500.0,0,0,0.0,56,23,1
3,2,2018,2816.0,100.0,7,7,0.0,1,17,0
2,8,2018,18750.0,900.0,1,1,0.0,5,13,0
2,8,2018,18750.0,900.0,1,1,0.0,5,13,0
4,7,2018,10580.0,2200.0,0,0,0.0,6,34,0
2,5,2018,37026.0,7750.0,4,4,0.0,12,19,0
6,11,2017,16523.0,1975.0,0,0,0.0,54,22,1
4,9,2017,4096.0,150.0,3,3,0.0,1,17,0
1,6,2017,32994.0,7000.0,0,0,0.0,1,12,0
1,1,2018,4320.0,267.0,0,0,0.0,15,28,0
0,8,2018,640.0,250.0,0,0,0.0,7,23,0
1,1,2018,19440.0,300.0,0,0,0.0,21,21,0
1,1,2018,19440.0,300.0,0,0,0.0,21,21,0
2,3,2018,21012.0,2750.0,6,6,0.0,11,21,0
1,5,2018,24750.0,1350.0,0,0,0.0,5,14,0
3,3,2017,70200.0,2600.0,0,0,0.0,27,42,0
4,11,2017,56350.0,6900.0,0,0,0.0,6,20,0
4,11,2017,56350.0,6900.0,0,0,0.0,6,20,0
2,4,2018,4692.0,1550.0,0,0,0.0,1,18,0
6,7,2017,11232.0,1500.0,0,0,0.0,5,18,0
1,11,2017,4480.0,444.0,0,0,0.0,7,22,0
3,10,2017,8736.0,200.0,0,0,0.0,5,11,0
3,10,2017,8736.0,200.0,0,0,0.0,5,11,0
6,7,2018,1638.0,300.0,7,7,0.0,11,21,0
5,12,2017,3960.0,250.0,0,0,0.0,9,32,0
0,3,2018,6900.0,1150.0,7,7,0.0,3,24,0
1,1,2018,5148.0,2267.0,6,6,0.0,6,27,0
1,2,2018,5304.0,414.0,6,6,0.0,8,29,0
1,2,2018,5304.0,414.0,6,6,0.0,8,29,0
2,7,2018,990.0,150.0,0,0,0.0,8,11,0
1,3,2017,32400.0,1600.0,0,0,0.0,2,19,0
1,3,2017,32400.0,1600.0,0,0,0.0,2,19,0
1,3,2017,32400.0,1600.0,0,0,0.0,2,19,0
4,6,2018,1540.0,250.0,1,1,0.0,7,26,0
0,7,2017,134673.0,18400.0,0,0,0.0,7,17,0
2,5,2018,12000.0,5650.0,0,0,0.0,8,18,0
2,9,2017,2800.0,200.0,1,1,0.0,8,27,0
2,2,2018,32560.0,1750.0,0,0,0.0,28,22,1
2,1,2018,55680.0,6150.0,0,0,0.0,14,20,0
2,4,2017,1045.0,150.0,0,0,0.0,15,32,0
0,11,2017,3600.0,800.0,0,0,0.0,10,29,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,24576.0,1200.0,0,0,0.0,4,9,0
4,5,2018,3456.0,353.0,0,0,0.0,5,17,0
6,11,2017,6270.0,600.0,0,0,0.0,15,22,0
4,11,2017,12636.0,400.0,1,1,0.0,17,32,0
4,11,2017,12636.0,400.0,1,1,0.0,17,32,0
0,7,2018,1827.0,1800.0,0,0,0.0,9,17,0
2,2,2018,51300.0,8350.0,4,4,0.0,23,22,1
6,4,2017,26085.0,2100.0,0,0,0.0,11,35,0
0,5,2017,2415.0,200.0,0,0,0.0,7,23,0
5,7,2017,3360.0,200.0,0,0,0.0,8,19,0
6,6,2018,12673.0,518.0,3,3,0.0,3,32,0
0,7,2018,2880.0,750.0,0,0,0.0,3,22,0
0,3,2017,9000.0,800.0,0,0,0.0,14,35,0
2,10,2017,64000.0,10700.0,0,0,0.0,15,35,0
3,12,2017,6720.0,1600.0,1,1,0.0,14,31,0
4,2,2018,3456.0,342.0,0,0,0.0,18,32,0
3,8,2018,44100.0,9350.0,6,6,0.0,5,11,0
2,11,2017,44890.0,4105.0,0,0,0.0,20,28,0
3,4,2018,3808.0,264.0,0,0,0.0,6,10,0
6,7,2018,1122.0,100.0,6,6,0.0,8,28,0
2,5,2018,18000.0,6200.0,6,6,0.0,19,46,0
5,12,2017,1104.0,150.0,0,0,0.0,10,24,0
3,3,2018,67280.0,12700.0,0,0,0.0,8,12,0
0,6,2018,3388.0,750.0,0,0,0.0,2,15,0
0,9,2017,3230.0,175.0,0,0,0.0,5,15,0
6,4,2018,19760.0,1500.0,0,0,0.0,5,10,0
5,1,2018,19872.0,1850.0,5,5,0.0,10,32,0
2,4,2018,56250.0,9400.0,6,6,0.0,12,27,0
1,9,2017,54000.0,3300.0,0,0,0.0,13,23,0
2,2,2018,18000.0,2650.0,6,6,0.0,21,32,0
5,4,2017,1520.0,150.0,0,0,0.0,5,22,0
2,9,2017,48000.0,10800.0,0,0,0.0,8,11,0
3,1,2018,5760.0,2450.0,0,0,0.0,2,14,0
1,3,2017,8320.0,1100.0,0,0,0.0,19,26,0
2,12,2017,816.0,300.0,0,0,0.0,20,29,0
0,12,2017,7038.0,1550.0,4,4,0.0,7,30,0
4,8,2018,2057.0,650.0,4,4,0.0,10,19,0
3,3,2018,27600.0,3050.0,1,1,0.0,10,21,0
3,5,2017,5520.0,900.0,0,0,0.0,11,24,0
3,5,2017,5520.0,900.0,0,0,0.0,11,24,0
4,6,2017,21978.0,3400.0,8,8,0.0,10,31,0
2,7,2017,26250.0,1100.0,0,0,0.0,12,32,0
2,7,2017,26250.0,1100.0,0,0,0.0,12,32,0
4,7,2018,3584.0,605.0,7,7,0.0,10,20,0
5,7,2017,5040.0,550.0,0,0,0.0,9,25,0
3,3,2018,3360.0,250.0,0,0,0.0,4,17,0
6,6,2017,32994.0,7000.0,0,0,0.0,8,18,0
2,2,2018,6000.0,350.0,3,3,0.0,8,12,0
0,4,2018,30000.0,5200.0,0,0,0.0,7,28,0
0,4,2018,30000.0,5200.0,0,0,0.0,7,28,0
1,5,2018,9800.0,800.0,0,0,0.0,22,21,1
1,8,2017,56980.0,7700.0,0,0,0.0,3,19,0
5,7,2018,2550.0,50.0,0,0,0.0,4,9,0
3,3,2017,8184.0,1725.0,3,3,0.0,6,18,0
5,12,2017,561.0,450.0,9,9,0.0,26,53,0
2,8,2018,6080.0,125.0,0,0,0.0,6,8,0
0,4,2018,12000.0,2500.0,6,6,0.0,7,23,0
5,2,2018,1600.0,100.0,0,0,0.0,8,15,0
3,4,2017,15000.0,900.0,0,0,0.0,18,49,0
2,12,2017,11250.0,750.0,0,0,0.0,7,20,0
3,11,2017,51744.0,2800.0,0,0,0.0,7,25,0
0,6,2017,10000.0,3000.0,0,0,0.0,11,22,0
1,9,2017,27621.0,4175.0,7,7,0.0,10,21,0
6,7,2018,56700.0,11325.0,0,0,0.0,1,8,0
6,6,2018,9000.0,800.0,0,0,0.0,5,37,0
2,5,2018,2304.0,180.0,0,0,0.0,13,15,0
5,2,2018,48552.0,8300.0,3,3,0.0,20,37,0
3,5,2018,2772.0,396.0,0,0,0.0,15,17,0
4,8,2018,7429.0,1250.0,4,4,0.0,10,19,0
2,4,2018,78584.0,13100.0,0,0,0.0,7,22,0
2,9,2017,64000.0,10700.0,0,0,0.0,16,29,0
0,2,2018,5940.0,1300.0,0,0,0.0,12,28,0
3,11,2017,3000.0,500.0,0,0,0.0,12,19,0
2,1,2018,4560.0,475.0,6,6,0.0,14,25,0
3,1,2018,15000.0,2600.0,0,0,0.0,11,26,0
6,6,2017,3080.0,1650.0,0,0,0.0,8,21,0
3,3,2018,12000.0,1850.0,0,0,0.0,15,20,0
0,7,2017,2378.0,200.0,1,1,0.0,9,21,0
2,5,2018,3000.0,250.0,1,1,0.0,8,18,0
2,8,2018,1760.0,550.0,0,0,0.0,6,6,0
1,4,2018,4446.0,550.0,7,7,0.0,16,21,0
5,4,2017,3344.0,550.0,1,1,0.0,10,18,0
0,12,2017,5100.0,2500.0,0,0,0.0,6,23,0
4,5,2018,1980.0,300.0,0,0,0.0,12,18,0
4,5,2018,1980.0,300.0,0,0,0.0,12,18,0
6,12,2017,880.0,150.0,0,0,0.0,9,37,0
3,12,2017,2464.0,350.0,7,7,0.0,13,28,0
1,2,2018,18000.0,600.0,1,1,0.0,6,22,0
6,3,2018,8000.0,6550.0,1,1,0.0,10,36,0
3,1,2017,352.0,200.0,6,6,0.0,12,38,0
4,11,2017,110250.0,26300.0,0,0,0.0,24,24,0
4,11,2017,110250.0,26300.0,0,0,0.0,24,24,0
6,12,2017,640.0,200.0,0,0,0.0,10,25,0
3,3,2018,14760.0,1700.0,0,0,0.0,7,12,0
2,11,2017,14440.0,850.0,0,0,0.0,13,26,0
1,4,2018,1760.0,300.0,0,0,0.0,10,29,0
3,4,2017,5700.0,255.0,0,0,0.0,12,19,0
3,1,2018,5175.0,450.0,4,4,0.0,13,26,0
1,5,2018,3300.0,233.0,0,0,0.0,1,7,0
5,6,2018,3825.0,1600.0,0,0,0.0,9,25,0
6,7,2017,3450.0,900.0,4,4,0.0,8,22,0
1,1,2018,59570.0,1800.0,0,0,0.0,6,26,0
1,1,2018,59570.0,1800.0,0,0,0.0,6,26,0
1,1,2018,2431.0,4050.0,0,0,0.0,6,20,0
3,2,2018,8349.0,1450.0,6,6,0.0,6,13,0
4,3,2018,40000.0,8350.0,4,4,0.0,19,27,0
6,2,2017,352.0,200.0,0,0,0.0,16,31,0
3,2,2018,22680.0,1900.0,4,4,0.0,81,31,1
2,6,2018,7632.0,1000.0,7,7,0.0,9,35,0
4,11,2017,4400.0,300.0,1,1,0.0,10,24,0
1,1,2018,11808.0,2600.0,0,0,0.0,6,21,0
2,3,2018,7140.0,854.0,7,7,0.0,6,13,0
2,3,2018,7140.0,854.0,7,7,0.0,6,13,0
2,1,2018,7200.0,1650.0,0,0,0.0,7,28,0
2,2,2017,2560.0,100.0,0,0,0.0,12,36,0
5,6,2018,6859.0,650.0,0,0,0.0,3,23,0
2,8,2018,23625.0,1850.0,0,0,0.0,8,8,0
3,10,2017,18000.0,850.0,1,1,0.0,4,24,0
1,4,2018,1632.0,292.0,0,0,0.0,17,30,0
3,2,2018,3600.0,400.0,0,0,0.0,10,13,0
3,7,2018,17424.0,1150.0,0,0,0.0,10,14,0
4,11,2017,45630.0,1200.0,0,0,0.0,22,19,1
3,8,2017,16000.0,5000.0,0,0,0.0,12,26,0
1,5,2018,19950.0,1225.0,0,0,0.0,7,14,0
0,1,2018,9280.0,525.0,0,0,0.0,14,14,0
5,6,2018,704.0,100.0,0,0,0.0,12,26,0
5,7,2018,3927.0,700.0,0,0,0.0,4,4,0
1,11,2017,864.0,250.0,0,0,0.0,13,19,0
6,2,2018,1768.0,75.0,1,1,0.0,22,39,0
5,3,2018,45968.0,8809.0,0,0,0.0,19,29,0
6,6,2018,3960.0,250.0,0,0,0.0,2,24,0
0,5,2018,1232.0,200.0,0,0,0.0,9,16,0
4,3,2018,2992.0,400.0,0,0,0.0,20,26,0
1,2,2018,6000.0,400.0,0,0,0.0,23,34,0
2,1,2018,51712.0,7450.0,0,0,0.0,22,26,0
5,6,2018,1560.0,450.0,7,7,0.0,10,24,0
5,11,2017,8008.0,600.0,0,0,0.0,4,15,0
3,6,2018,2964.0,350.0,10,10,0.0,11,32,0
2,8,2018,2240.0,650.0,4,4,0.0,13,25,0
4,11,2017,2856.0,4338.0,0,0,0.0,24,32,0
5,2,2018,4950.0,600.0,0,0,0.0,20,25,0
3,4,2017,1584.0,150.0,1,1,0.0,14,27,0
1,4,2018,15750.0,1200.0,0,0,0.0,12,23,0
0,11,2017,8712.0,800.0,0,0,0.0,28,38,0
0,7,2018,17328.0,500.0,0,0,0.0,9,21,0
1,4,2018,1235.0,250.0,0,0,0.0,1,9,0
4,1,2018,352.0,250.0,0,0,0.0,5,18,0
0,7,2017,30752.0,1500.0,0,0,0.0,14,17,0
2,3,2018,5586.0,475.0,4,4,0.0,8,20,0
1,6,2018,880.0,100.0,0,0,0.0,6,40,0
3,2,2018,13125.0,750.0,0,0,0.0,26,32,0
3,6,2017,41200.0,3208.0,0,0,0.0,11,19,0
3,6,2017,41200.0,3208.0,0,0,0.0,11,19,0
4,1,2018,31920.0,6350.0,0,0,0.0,31,33,0
3,3,2018,8120.0,375.0,1,1,0.0,11,18,0
3,3,2018,8349.0,2850.0,6,6,0.0,13,21,0
1,3,2018,10560.0,3200.0,0,0,0.0,1,12,0
4,8,2018,8993.0,185.0,4,4,0.0,10,19,0
5,1,2017,9000.0,400.0,0,0,0.0,6,39,0
1,9,2017,16000.0,4950.0,0,0,0.0,7,26,0
3,8,2018,25200.0,3400.0,6,6,0.0,15,26,0
3,8,2018,25200.0,3400.0,6,6,0.0,15,26,0
3,12,2017,3750.0,450.0,0,0,0.0,4,25,0
2,5,2018,1904.0,150.0,0,0,0.0,23,48,0
1,6,2017,352.0,200.0,0,0,0.0,2,12,0
4,12,2017,19008.0,1050.0,0,0,0.0,32,25,1
4,3,2018,4332.0,258.0,6,6,0.0,17,24,0
0,9,2017,19800.0,1650.0,0,0,0.0,8,22,0
1,6,2018,2400.0,100.0,4,4,0.0,7,29,0
1,7,2018,7500.0,250.0,0,0,0.0,8,35,0
1,5,2017,21420.0,4100.0,6,6,0.0,20,30,0
2,11,2017,6080.0,300.0,0,0,0.0,12,22,0
6,1,2018,26250.0,650.0,0,0,0.0,5,15,0
2,8,2017,5280.0,300.0,0,0,0.0,6,20,0
6,9,2017,14000.0,2500.0,0,0,0.0,7,17,0
1,8,2018,10000.0,1400.0,0,0,0.0,2,5,0
6,5,2018,13440.0,6550.0,1,1,0.0,16,36,0
5,5,2017,8580.0,18500.0,1,1,0.0,27,19,1
4,7,2017,23625.0,2400.0,0,0,0.0,10,19,0
1,12,2017,5040.0,550.0,0,0,0.0,30,30,0
2,3,2018,9295.0,600.0,0,0,0.0,2,12,0
0,8,2018,1666.0,393.0,0,0,0.0,2,3,0
4,2,2018,8400.0,583.0,4,4,0.0,13,24,0
3,8,2018,37111.0,9100.0,0,0,0.0,8,13,0
1,1,2018,17010.0,2400.0,4,4,0.0,24,33,0
2,4,2018,59976.0,18450.0,7,7,0.0,14,29,0
4,1,2018,27000.0,1250.0,0,0,0.0,18,39,0
0,5,2018,12500.0,900.0,0,0,0.0,7,20,0
6,11,2017,2420.0,2500.0,0,0,0.0,12,23,0
1,6,2018,11264.0,840.0,6,6,0.0,11,29,0
1,6,2018,11264.0,840.0,6,6,0.0,11,29,0
4,12,2017,4180.0,500.0,0,0,0.0,17,32,0
4,5,2017,1872.0,450.0,0,0,0.0,13,32,0
2,8,2017,30000.0,5750.0,0,0,0.0,8,25,0
3,8,2018,2375.0,200.0,0,0,0.0,5,10,0
6,4,2018,28710.0,4683.0,0,0,0.0,3,10,0
2,4,2017,18144.0,1200.0,0,0,0.0,19,35,0
3,8,2017,1200.0,500.0,0,0,0.0,8,26,0
3,8,2018,2378.0,200.0,1,1,0.0,11,35,0
6,7,2018,2816.0,550.0,0,0,0.0,9,24,0
3,2,2018,3510.0,342.0,0,0,0.0,34,24,1
4,8,2018,5760.0,341.0,0,0,0.0,6,18,0
5,8,2018,561.0,450.0,9,9,0.0,9,16,0
6,2,2018,4608.0,525.0,4,4,0.0,10,30,0
2,7,2018,13860.0,1050.0,0,0,0.0,2,11,0
1,7,2018,48960.0,8975.0,6,6,0.0,6,13,0
2,10,2017,1936.0,300.0,0,0,0.0,14,27,0
5,11,2017,32768.0,5500.0,0,0,0.0,16,25,0
1,7,2018,3795.0,200.0,0,0,0.0,6,14,0
0,5,2017,2352.0,200.0,0,0,0.0,11,10,1
3,3,2018,15548.0,2150.0,4,4,0.0,11,26,0
6,4,2018,2772.0,314.0,0,0,0.0,28,31,0
6,7,2018,3456.0,700.0,6,6,0.0,8,22,0
1,8,2018,880.0,150.0,0,0,0.0,6,15,0
1,12,2017,16530.0,2425.0,0,0,0.0,23,28,0
2,10,2017,836.0,200.0,0,0,0.0,2,12,0
0,7,2017,627.0,100.0,0,0,0.0,13,31,0
4,7,2018,24000.0,200.0,0,0,0.0,9,20,0
1,10,2017,10868.0,1700.0,6,6,0.0,8,20,0
1,10,2017,10868.0,1700.0,6,6,0.0,8,20,0
1,6,2018,9504.0,1150.0,7,7,0.0,9,22,0
3,11,2017,15876.0,700.0,0,0,0.0,6,19,0
3,2,2017,2550.0,900.0,0,0,0.0,7,38,0
3,2,2017,2550.0,900.0,0,0,0.0,7,38,0
3,2,2017,2550.0,900.0,0,0,0.0,7,38,0
5,6,2017,7392.0,275.0,0,0,0.0,9,23,0
0,5,2017,68970.0,10725.0,0,0,0.0,14,30,0
3,5,2018,2112.0,400.0,0,0,0.0,11,41,0
6,6,2018,4284.0,641.0,0,0,0.0,1,24,0
0,5,2018,32768.0,5950.0,1,1,0.0,9,30,0
0,1,2018,37788.0,1813.0,0,0,0.0,18,23,0
4,11,2017,4788.0,133.0,6,6,0.0,9,20,0
2,10,2016,4200.0,250.0,1,1,0.0,11,62,0
2,3,2018,1056.0,350.0,0,0,0.0,10,20,0
2,3,2017,85800.0,3900.0,3,3,0.0,14,33,0
0,11,2017,11088.0,550.0,0,0,0.0,7,10,0
0,11,2017,11088.0,550.0,0,0,0.0,7,10,0
4,5,2017,4096.0,200.0,0,0,0.0,19,27,0
5,12,2017,1232.0,250.0,0,0,0.0,7,19,0
2,4,2018,15625.0,150.0,0,0,0.0,5,46,0
3,3,2018,19656.0,10900.0,2,2,0.0,25,25,0
5,6,2018,8000.0,600.0,0,0,0.0,15,30,0
0,8,2018,12852.0,486.0,3,3,0.0,8,15,0
4,6,2017,2415.0,500.0,9,9,0.0,10,32,0
0,11,2017,816.0,300.0,0,0,0.0,14,22,0
2,6,2018,2700.0,750.0,0,0,0.0,9,28,0
4,4,2017,3500.0,300.0,4,4,0.0,23,33,0
0,3,2018,31500.0,1300.0,0,0,0.0,14,31,0
0,12,2017,32076.0,1720.0,0,0,0.0,14,30,0
2,6,2018,10360.0,350.0,0,0,0.0,8,27,0
4,2,2018,6048.0,550.0,0,0,0.0,0,17,0
3,8,2017,15750.0,700.0,0,0,0.0,11,21,0
1,9,2017,10692.0,700.0,0,0,0.0,11,19,0
3,12,2017,8151.0,600.0,0,0,0.0,6,28,0
6,11,2017,18252.0,1225.0,0,0,0.0,5,17,0
4,12,2017,29700.0,2434.0,6,6,0.0,17,34,0
4,12,2017,29700.0,2434.0,6,6,0.0,17,34,0
2,5,2017,2352.0,350.0,0,0,0.0,12,7,1
3,11,2017,27000.0,2900.0,0,0,0.0,10,21,0
3,11,2017,27000.0,2900.0,0,0,0.0,10,21,0
0,3,2018,3762.0,1110.0,0,0,0.0,9,9,0
6,3,2018,7488.0,1200.0,0,0,0.0,18,18,0
0,7,2018,1568.0,155.0,3,3,0.0,9,20,0
3,4,2017,64000.0,25000.0,4,4,0.0,31,27,1
6,8,2018,19800.0,1500.0,0,0,0.0,10,17,0
6,7,2017,20000.0,1383.0,0,0,0.0,10,18,0
5,7,2018,31616.0,1350.0,1,1,0.0,9,18,0
2,10,2017,6000.0,350.0,7,7,0.0,9,18,0
2,10,2017,6000.0,350.0,7,7,0.0,9,18,0
0,8,2017,144000.0,1100.0,0,0,0.0,8,20,0
0,8,2017,144000.0,1100.0,0,0,0.0,8,20,0
0,8,2017,144000.0,1100.0,0,0,0.0,8,20,0
3,12,2017,2574.0,586.0,0,0,0.0,19,26,0
0,11,2017,3360.0,250.0,0,0,0.0,7,16,0
6,7,2018,3872.0,175.0,0,0,0.0,5,14,0
1,5,2018,2288.0,584.0,0,0,0.0,5,34,0
5,11,2017,816.0,100.0,0,0,0.0,20,29,0
3,5,2017,2040.0,500.0,0,0,0.0,5,19,0
2,12,2017,20020.0,3850.0,6,6,0.0,13,29,0
1,1,2018,352.0,300.0,0,0,0.0,2,13,0
5,6,2018,4807.0,350.0,1,1,0.0,5,31,0
1,7,2018,10350.0,3200.0,0,0,0.0,7,26,0
3,6,2017,3960.0,400.0,0,0,0.0,13,31,0
1,10,2017,23625.0,1500.0,0,0,0.0,7,16,0
4,9,2017,70875.0,12250.0,0,0,0.0,7,23,0
0,7,2017,39375.0,6600.0,0,0,0.0,4,27,0
0,5,2018,17952.0,820.0,3,3,0.0,4,21,0
0,5,2018,17952.0,820.0,3,3,0.0,4,21,0
2,8,2018,12000.0,1350.0,0,0,0.0,9,21,0
1,8,2018,352.0,150.0,0,0,0.0,7,27,0
4,5,2018,2550.0,50.0,0,0,0.0,11,19,0
3,3,2018,49000.0,8200.0,0,0,0.0,10,11,0
